class_id,class_name,feature,mean_abs_shap,rank_shap,class_samples
6,password,src_ip_bytes,3.159262283898771,1,14000
6,password,src_bytes,2.3898600954673466,2,14000
6,password,dst_ip_bytes,1.6045737186945566,3,14000
6,password,conn_state,1.1504260968766282,4,14000
6,password,dst_pkts,1.0646548052761486,5,14000
6,password,duration,0.766508800380529,6,14000
6,password,dns_RA,0.5290396875763232,7,14000
6,password,src_pkts,0.27672798769566537,8,14000
6,password,dns_query,0.2751963862568206,9,14000
6,password,service,0.1703818619400297,10,14000
6,password,dst_bytes,0.07815233691323317,11,14000
6,password,dns_qtype,0.02736066226365102,12,14000
6,password,dns_AA,0.02493390515222866,13,14000
6,password,proto,0.019300968428390054,14,14000
6,password,dns_RD,0.008655581242534316,15,14000
6,password,dns_rcode,0.00620999169475883,16,14000
6,password,dns_rejected,0.0011455699292638847,17,14000
6,password,dns_qclass,0.00018192540562861996,18,14000
7,ransomware,duration,4.907164828119962,1,14000
7,ransomware,conn_state,2.097291907388412,2,14000
7,ransomware,src_ip_bytes,2.0324274516521195,3,14000
7,ransomware,src_pkts,1.6460486587712473,4,14000
7,ransomware,dst_pkts,0.5305464471172605,5,14000
7,ransomware,dst_ip_bytes,0.5154111330227168,6,14000
7,ransomware,proto,0.21866706526287913,7,14000
7,ransomware,dns_AA,0.18500883050655692,8,14000
7,ransomware,src_bytes,0.07270174126267773,9,14000
7,ransomware,dns_RD,0.043057664600753436,10,14000
7,ransomware,service,0.02945432788195244,11,14000
7,ransomware,dns_qclass,0.016727547810626416,12,14000
7,ransomware,dns_RA,0.01624406601622896,13,14000
7,ransomware,dns_qtype,0.005170595674291171,14,14000
7,ransomware,dns_rejected,0.005122721127247292,15,14000
7,ransomware,dst_bytes,0.004359059064121447,16,14000
7,ransomware,dns_query,0.00010392763243328438,17,14000
7,ransomware,dns_rcode,0.0,18,14000
8,scanning,src_ip_bytes,11.229442510625015,1,14000
8,scanning,duration,0.7287398073300457,2,14000
8,scanning,conn_state,0.6345822121494651,3,14000
8,scanning,src_pkts,0.32134330008656564,4,14000
8,scanning,dns_query,0.18943097959561406,5,14000
8,scanning,proto,0.17791126053707987,6,14000
8,scanning,dst_ip_bytes,0.1712354323941428,7,14000
8,scanning,dst_pkts,0.10968448770844717,8,14000
8,scanning,src_bytes,0.045020147830112746,9,14000
8,scanning,dst_bytes,0.03449181428583382,10,14000
8,scanning,dns_RA,0.020522219647773714,11,14000
8,scanning,dns_rejected,0.015536301466871006,12,14000
8,scanning,dns_qtype,0.015434975812187843,13,14000
8,scanning,dns_AA,0.011712819092507654,14,14000
8,scanning,service,0.008516331833417764,15,14000
8,scanning,dns_qclass,0.0010979850130984005,16,14000
8,scanning,dns_rcode,0.0004051208372266396,17,14000
8,scanning,dns_RD,0.0,18,14000
9,xss,conn_state,2.0492552590928432,1,14000
9,xss,src_ip_bytes,1.4851562391708353,2,14000
9,xss,src_bytes,1.3113177492650783,3,14000
9,xss,duration,0.715341525033082,4,14000
9,xss,dns_query,0.5848606936895567,5,14000
9,xss,src_pkts,0.5560349150027099,6,14000
9,xss,dst_bytes,0.46492554825286914,7,14000
9,xss,dst_ip_bytes,0.2467360764332694,8,14000
9,xss,dst_pkts,0.24430240558194471,9,14000
9,xss,service,0.14446605061792955,10,14000
9,xss,proto,0.09928563673559473,11,14000
9,xss,dns_rcode,0.06332573067190293,12,14000
9,xss,dns_qclass,0.03677125601910713,13,14000
9,xss,dns_AA,0.015409716155871812,14,14000
9,xss,dns_RD,0.01430277093949453,15,14000
9,xss,dns_RA,0.009769030347381373,16,14000
9,xss,dns_rejected,0.007811082827011007,17,14000
9,xss,dns_qtype,0.002357142857978621,18,14000
