class_id,class_name,feature,selection_sources,mean_abs_shap,cpf_importance_mean,consensus_score
8,scanning,proto,shap_intersection_cpf,0.11522292757406782,0.08646981474175175,0.058430998177112475
8,scanning,dns_query,shap_intersection_cpf,0.40693733684530226,0.006904392732269837,0.017356332320463484
8,scanning,dst_bytes,shap_intersection_cpf,0.3350933835816518,0.0005988354654921757,0.011071163239257028
8,scanning,dst_ip_bytes,shap_intersection_cpf,0.22709531198711144,0.0011212154291811327,0.007956004731767155
8,scanning,src_bytes,shap_intersection_cpf,0.1987170242588477,0.000997571396832142,0.00697223253441016
8,scanning,dst_pkts,shap_intersection_cpf,0.09910653286613307,0.00365784106473539,0.005478457493010969
8,scanning,src_pkts,shap_intersection_cpf,0.13249499887201627,0.0005642276929214596,0.004584855583029111
9,xss,conn_state,shap_intersection_cpf,2.9867740735168975,0.4974085793740602,1.0
9,xss,src_ip_bytes,shap_intersection_cpf,1.3259142262671484,0.258832683167395,0.48214542621718637
9,xss,src_bytes,shap_intersection_cpf,1.7110798594029863,0.07089597390000638,0.3577081311699024
9,xss,duration,shap_intersection_cpf,0.9085594810412218,0.06978405446235843,0.2222447403908664
9,xss,src_pkts,shap_intersection_cpf,0.8644909603433996,0.05148581370457126,0.19647389144575406
9,xss,dns_query,shap_intersection_cpf,0.5628388495080778,0.05337085014688765,0.14787076930546883
9,xss,dst_bytes,shap_intersection_cpf,0.7315303303522465,0.007019573451865768,0.12951775547515387
9,xss,dst_ip_bytes,shap_intersection_cpf,0.39321615698569284,0.007765744407634933,0.07363243317628411
9,xss,proto,shap_intersection_cpf,0.1834916060230479,0.033856241826051,0.06474998370058865
