accuracy,precision_macro,recall_macro,f1_macro,total_inference_time_sec,avg_inference_time_ms,throughput_samples_per_sec
0.9779195754493477,0.9531536240075382,0.9528156263269638,0.9527945223623642,2.3504749722778797,0.07424819067750829,13468.341664289554
