accuracy,precision_macro,recall_macro,f1_macro,total_inference_time_sec,avg_inference_time_ms,throughput_samples_per_sec
0.9781722841709575,0.9555661663368419,0.9562003397027601,0.9556915059801273,2.0421976633369923,0.06451014509703991,15501.437773791115
