class_id,class_name,feature,metric,baseline_score,permuted_score_mean,cpf_importance_mean,cpf_importance_std,conditioning_features,repeats,rank_cpf
0,backdoor,src_ip_bytes,f1,0.9994641900339346,0.3738253500747305,0.6256388399592041,0.007206599930391653,src_pkts;src_bytes,5,1
0,backdoor,conn_state,f1,0.9994641900339346,0.9901747806764613,0.009289409357473221,0.0006480625557324259,dst_bytes;service,5,2
0,backdoor,src_bytes,f1,0.9994641900339346,0.9973868035122884,0.0020773865216463737,0.00014294325600597518,dst_bytes;service,5,3
0,backdoor,service,f1,0.9994641900339346,0.998927882201777,0.0005363078321577008,0.0001129990620252013,src_bytes;proto,5,4
0,backdoor,dst_bytes,f1,0.9994641900339346,0.9992494958304402,0.0002146942034944921,7.141577300102676e-05,dst_ip_bytes;src_bytes,5,5
0,backdoor,duration,f1,0.9994641900339346,0.9993926976573739,7.149237656061125e-05,8.755992153620488e-05,src_pkts;dst_pkts,5,6
0,backdoor,src_pkts,f1,0.9994641900339346,0.999428507637113,3.568239682172347e-05,0.0001335794712181354,src_ip_bytes;duration,5,7
0,backdoor,proto,f1,0.9994641900339346,0.9994641900339346,0.0,0.0,dns_AA;dns_RD,5,8
0,backdoor,dns_query,f1,0.9994641900339346,0.9994641900339346,0.0,0.0,dns_RD;dns_AA,5,9
0,backdoor,dns_rcode,f1,0.9994641900339346,0.9994641900339346,0.0,0.0,dns_AA;dns_RD,5,10
0,backdoor,dns_AA,f1,0.9994641900339346,0.9994641900339346,0.0,0.0,dns_RD;proto,5,11
0,backdoor,dns_RD,f1,0.9994641900339346,0.9994641900339346,0.0,0.0,dns_AA;proto,5,12
0,backdoor,dst_pkts,f1,0.9994641900339346,0.9996070216438001,-0.00014283160986554576,7.141580493277288e-05,dst_ip_bytes;dst_bytes,5,13
0,backdoor,dst_ip_bytes,f1,0.9994641900339346,0.9996427295462664,-0.00017853951233193222,0.0,dst_pkts;dst_bytes,5,14
1,ddos,conn_state,f1,0.9840415994262148,0.7933081059365794,0.1907334934896355,0.0038262849220404684,dst_bytes;service,5,1
1,ddos,duration,f1,0.9840415994262148,0.901334476959011,0.08270712246720373,0.0021142894354598566,src_pkts;dst_pkts,5,2
1,ddos,dst_ip_bytes,f1,0.9840415994262148,0.9346367055160141,0.049404893910200795,0.0009335785291698506,dst_pkts;dst_bytes,5,3
1,ddos,src_bytes,f1,0.9840415994262148,0.947144979996169,0.03689661943004572,0.0022265818878586413,dst_bytes;service,5,4
1,ddos,dst_bytes,f1,0.9840415994262148,0.9610591914834113,0.02298240794280353,0.0018639316066285318,dst_ip_bytes;src_bytes,5,5
1,ddos,dns_query,f1,0.9840415994262148,0.9650850146463613,0.018956584779853645,0.002652458886081956,dns_RD;dns_AA,5,6
1,ddos,src_ip_bytes,f1,0.9840415994262148,0.970650197062632,0.013391402363582694,0.0011235597877885168,src_pkts;src_bytes,5,7
1,ddos,src_pkts,f1,0.9840415994262148,0.98065529515014,0.0033863042760748476,0.00031172173811509546,src_ip_bytes;duration,5,8
1,ddos,dns_rcode,f1,0.9840415994262148,0.981949954751995,0.002091644674219917,0.0002700297830100244,dns_AA;dns_RD,5,9
1,ddos,proto,f1,0.9840415994262148,0.9822688786178986,0.0017727208083161416,0.0003197739193330392,dns_AA;dns_RD,5,10
1,ddos,dst_pkts,f1,0.9840415994262148,0.9834784655029274,0.0005631339232875287,0.0005601986145678389,dst_ip_bytes;dst_bytes,5,11
1,ddos,dns_RD,f1,0.9840415994262148,0.9836053678783306,0.0004362315478841916,0.0005276647761869336,dns_AA;proto,5,12
1,ddos,service,f1,0.9840415994262148,0.9838617127271801,0.00017988669903470366,0.00016038201402704278,src_bytes;proto,5,13
1,ddos,dns_AA,f1,0.9840415994262148,0.9839357758666637,0.00010582355955106593,0.00017991096710513974,dns_RD;proto,5,14
2,dos,src_ip_bytes,f1,0.9856218547807333,0.46690170965555344,0.5187201451251798,0.004291191663583994,src_pkts;src_bytes,5,1
2,dos,conn_state,f1,0.9856218547807333,0.6544857954391488,0.3311360593415846,0.003928555331496751,dst_bytes;service,5,2
2,dos,src_pkts,f1,0.9856218547807333,0.9671221428318979,0.018499711948835283,0.0008647057675099017,src_ip_bytes;duration,5,3
2,dos,duration,f1,0.9856218547807333,0.9761147562625023,0.009507098518231038,0.001405756014859157,src_pkts;dst_pkts,5,4
2,dos,src_bytes,f1,0.9856218547807333,0.9785665906525406,0.007055264128192795,0.00041231749495803207,dst_bytes;service,5,5
2,dos,dns_query,f1,0.9856218547807333,0.9809083057479068,0.004713549032826503,0.0004968201271159487,dns_RD;dns_AA,5,6
2,dos,dst_pkts,f1,0.9856218547807333,0.9828969574708643,0.0027248973098690453,0.00032378263721754636,dst_ip_bytes;dst_bytes,5,7
2,dos,dst_ip_bytes,f1,0.9856218547807333,0.9830405465422224,0.002581308238510749,0.00102218121816035,dst_pkts;dst_bytes,5,8
2,dos,dst_bytes,f1,0.9856218547807333,0.9848959277656386,0.0007259270150946628,0.0003217323654317857,dst_ip_bytes;src_bytes,5,9
2,dos,service,f1,0.9856218547807333,0.9849502348893022,0.0006716198914310523,0.00013642268335075096,src_bytes;proto,5,10
2,dos,proto,f1,0.9856218547807333,0.9851412122573479,0.0004806425233854439,8.814273621284919e-05,dns_AA;dns_RD,5,11
2,dos,dns_RD,f1,0.9856218547807333,0.9853893384295249,0.00023251635120837832,0.000266532085159964,dns_AA;proto,5,12
2,dos,dns_rcode,f1,0.9856218547807333,0.9854802170166082,0.0001416377641251687,0.00023491806430074876,dns_AA;dns_RD,5,13
2,dos,dns_AA,f1,0.9856218547807333,0.9856480431036381,-2.6188322904840965e-05,0.00020657410848454416,dns_RD;proto,5,14
3,injection,src_bytes,f1,0.9744236311239193,0.7747878526495923,0.199635778474327,0.00522156588845417,dst_bytes;service,5,1
3,injection,conn_state,f1,0.9744236311239193,0.8864210123145897,0.08800261880932955,0.00515933678108942,dst_bytes;service,5,2
3,injection,duration,f1,0.9744236311239193,0.9186009819983036,0.0558226491256157,0.0013191979691973947,src_pkts;dst_pkts,5,3
3,injection,src_pkts,f1,0.9744236311239193,0.9235065914202123,0.05091703970370705,0.002559822190361059,src_ip_bytes;duration,5,4
3,injection,dst_ip_bytes,f1,0.9744236311239193,0.9303895557608423,0.04403407536307698,0.0012440589768753815,dst_pkts;dst_bytes,5,5
3,injection,dst_bytes,f1,0.9744236311239193,0.9497092944769593,0.02471433664696001,0.0024055099109754154,dst_ip_bytes;src_bytes,5,6
3,injection,dns_query,f1,0.9744236311239193,0.9548727500182066,0.0195508811057127,0.0011483041501957735,dns_RD;dns_AA,5,7
