accuracy,precision_macro,recall_macro,f1_macro,total_inference_time_sec,avg_inference_time_ms,throughput_samples_per_sec
0.9779034321545338,0.9420530098415346,0.9670173801916935,0.9518656156606902,2.6083091478794813,0.041197055073673355,24273.579706405806
