class_id,class_name,feature,metric,baseline_score,permuted_score_mean,cpf_importance_mean,cpf_importance_std,conditioning_features,repeats,rank_cpf
0,backdoor,src_ip_bytes,f1,0.9997142857142857,0.3655566072784036,0.634157678435882,0.005404123181940431,src_pkts;src_bytes,5,1
0,backdoor,conn_state,f1,0.9997142857142857,0.9281409750569745,0.07157331065731118,0.0017479213974569306,dst_bytes;service,5,2
0,backdoor,service,f1,0.9997142857142857,0.9958833551436573,0.0038309305706283325,5.7507590409762614e-05,src_bytes;proto,5,3
0,backdoor,src_bytes,f1,0.9997142857142857,0.996127920952491,0.003586364761794569,3.219168521915014e-05,dst_bytes;service,5,4
0,backdoor,src_pkts,f1,0.9997142857142857,0.999036368178736,0.0006779175355497991,0.0,src_ip_bytes;duration,5,5
0,backdoor,proto,f1,0.9997142857142857,0.9995287331071261,0.0001855526071595559,4.1633217542247846e-05,dns_AA;dns_RA,5,6
0,backdoor,dst_pkts,f1,0.9997142857142857,0.999614246424289,0.00010003928999677836,2.6739353410925327e-05,dst_ip_bytes;dst_bytes,5,7
0,backdoor,duration,f1,0.9997142857142857,0.9996713254777958,4.296023648977521e-05,1.4285202458985679e-05,src_pkts;dst_pkts,5,8
0,backdoor,dst_ip_bytes,f1,0.9997142857142857,0.999692784931911,2.1500782374639372e-05,3.642837356216482e-05,dst_pkts;dst_bytes,5,9
0,backdoor,dns_query,f1,0.9997142857142857,0.9996928589285077,2.1426785778033696e-05,6.22716236138682e-05,dns_RA;dns_rejected,5,10
0,backdoor,dst_bytes,f1,0.9997142857142857,0.9996999096665917,1.4376047694097948e-05,1.750698293745202e-05,dst_ip_bytes;src_bytes,5,11
0,backdoor,dns_RD,f1,0.9997142857142857,0.9997071405611424,7.1451531432176195e-06,1.4290306286435239e-05,dns_RA;dns_rejected,5,12
0,backdoor,dns_rejected,f1,0.9997142857142857,0.9997142775507288,8.163556808327143e-09,3.1944969402556225e-05,dns_AA;dns_RD,5,13
0,backdoor,dns_AA,f1,0.9997142857142857,0.9997142857142857,0.0,0.0,dns_RA;dns_rejected,5,14
0,backdoor,dns_RA,f1,0.9997142857142857,0.9997142857142857,0.0,0.0,dns_AA;dns_RD,5,15
0,backdoor,dns_rcode,f1,0.9997142857142857,0.9997214227038722,-7.136989586409293e-06,2.6725988273911138e-05,dns_RA;dns_AA,5,16
1,ddos,conn_state,f1,0.9868628858578607,0.8097978756798913,0.1770650101779695,0.0008173838268536666,dst_bytes;service,5,1
1,ddos,duration,f1,0.9868628858578607,0.9140748557101046,0.07278803014775606,0.0010153962632054817,src_pkts;dst_pkts,5,2
1,ddos,dns_query,f1,0.9868628858578607,0.9508282839594564,0.03603460189840437,0.000642346713565637,dns_RA;dns_rejected,5,3
1,ddos,dst_ip_bytes,f1,0.9868628858578607,0.9557103868790392,0.031152498978821618,0.0006786476479132606,dst_pkts;dst_bytes,5,4
1,ddos,src_bytes,f1,0.9868628858578607,0.9599089441693198,0.02695394168854095,0.000594512891799908,dst_bytes;service,5,5
1,ddos,dst_bytes,f1,0.9868628858578607,0.9672301511957077,0.019632734662152918,0.0006829643699871011,dst_ip_bytes;src_bytes,5,6
1,ddos,src_ip_bytes,f1,0.9868628858578607,0.97670283406015,0.0101600517977108,0.0005223958369587104,src_pkts;src_bytes,5,7
1,ddos,src_pkts,f1,0.9868628858578607,0.9794157321385629,0.00744715371929785,0.0002976159939372096,src_ip_bytes;duration,5,8
1,ddos,proto,f1,0.9868628858578607,0.984424921753369,0.0024379641044915967,0.00011694892768036328,dns_AA;dns_RA,5,9
1,ddos,dst_pkts,f1,0.9868628858578607,0.9852113883343646,0.0016514975234960482,0.00019517751075259136,dst_ip_bytes;dst_bytes,5,10
1,ddos,dns_rcode,f1,0.9868628858578607,0.9852185170551915,0.0016443688026694491,0.0001758650002039203,dns_RA;dns_AA,5,11
1,ddos,dns_rejected,f1,0.9868628858578607,0.9862067949554894,0.0006560909023714423,9.283967191355909e-05,dns_AA;dns_RD,5,12
1,ddos,service,f1,0.9868628858578607,0.9863741427603916,0.0004887430974691798,8.390761361101703e-05,src_bytes;proto,5,13
1,ddos,dns_RD,f1,0.9868628858578607,0.9866023334440139,0.00026055241384661534,7.34863400407553e-05,dns_RA;dns_rejected,5,14
1,ddos,dns_AA,f1,0.9868628858578607,0.9866232212227664,0.00023966463509443868,0.00017234551632470897,dns_RA;dns_rejected,5,15
1,ddos,dns_RA,f1,0.9868628858578607,0.986697678451464,0.00016520740639673902,4.886195642057603e-05,dns_AA;dns_RD,5,16
2,dos,src_ip_bytes,f1,0.9952362190622873,0.4626903975092165,0.532545821553071,0.004003462922778768,src_pkts;src_bytes,5,1
2,dos,conn_state,f1,0.9952362190622873,0.709427128099349,0.2858090909629382,0.0011879663321571704,dst_bytes;service,5,2
2,dos,duration,f1,0.9952362190622873,0.733499716620014,0.26173650244227337,0.0014720859563329867,src_pkts;dst_pkts,5,3
2,dos,src_pkts,f1,0.9952362190622873,0.9487893452382037,0.046446873824083613,0.000980190105636366,src_ip_bytes;duration,5,4
2,dos,dns_query,f1,0.9952362190622873,0.9833227883619189,0.011913430700368433,0.00033563351328080236,dns_RA;dns_rejected,5,5
2,dos,dst_ip_bytes,f1,0.9952362190622873,0.9847101189790642,0.010526100083223012,0.00042200376488953854,dst_pkts;dst_bytes,5,6
2,dos,src_bytes,f1,0.9952362190622873,0.9848109729375404,0.010425246124747,0.0002669587376978763,dst_bytes;service,5,7
2,dos,dst_bytes,f1,0.9952362190622873,0.9914716899674533,0.003764529094834046,0.00011641951320634049,dst_ip_bytes;src_bytes,5,8
2,dos,dst_pkts,f1,0.9952362190622873,0.9930493831236327,0.002186835938654719,0.00017265090860884135,dst_ip_bytes;dst_bytes,5,9
2,dos,dns_rejected,f1,0.9952362190622873,0.9933934911171354,0.0018427279451519452,0.00025668912863109297,dns_AA;dns_RD,5,10
2,dos,dns_RA,f1,0.9952362190622873,0.99388144829732,0.0013547707649672835,0.00011768729678139404,dns_AA;dns_RD,5,11
2,dos,service,f1,0.9952362190622873,0.9941669490140491,0.0010692700482381801,7.490725915979344e-05,src_bytes;proto,5,12
2,dos,dns_AA,f1,0.9952362190622873,0.9942561709587434,0.00098004810354404,0.00011815740691100565,dns_RA;dns_rejected,5,13
