class_id,class_name,feature,sage_importance,sage_repeat_std,rank_sage,positive_samples,negative_samples,repeats
0,backdoor,src_ip_bytes,4.931945207578072,0.0,1,14000,133729,1
0,backdoor,conn_state,0.902203101767234,0.0,2,14000,133729,1
0,backdoor,duration,0.5140074343932904,0.0,3,14000,133729,1
0,backdoor,dst_pkts,0.3764104505560208,0.0,4,14000,133729,1
0,backdoor,dst_ip_bytes,0.2772097499627878,0.0,5,14000,133729,1
0,backdoor,src_pkts,0.2695478632700862,0.0,6,14000,133729,1
0,backdoor,proto,0.1785681071675677,0.0,7,14000,133729,1
0,backdoor,src_bytes,0.14755524316738425,0.0,8,14000,133729,1
0,backdoor,service,0.1430043447216552,0.0,9,14000,133729,1
0,backdoor,dst_bytes,0.08310612122693575,0.0,10,14000,133729,1
0,backdoor,dns_query,0.07095340675341869,0.0,11,14000,133729,1
0,backdoor,dns_RA,0.025566069195478016,0.0,12,14000,133729,1
0,backdoor,dns_rejected,0.01735164681603899,0.0,13,14000,133729,1
0,backdoor,dns_RD,0.013090599002901328,0.0,14,14000,133729,1
0,backdoor,dns_rcode,0.01240061279747054,0.0,15,14000,133729,1
0,backdoor,dns_AA,0.007791609713444821,0.0,16,14000,133729,1
1,ddos,conn_state,1.146635642995166,0.0,1,14000,133729,1
1,ddos,src_ip_bytes,1.0640237338873684,0.0,2,14000,133729,1
1,ddos,dst_ip_bytes,0.7557994706253278,0.0,3,14000,133729,1
1,ddos,duration,0.5782587369960702,0.0,4,14000,133729,1
1,ddos,dns_query,0.4299517139558407,0.0,5,14000,133729,1
1,ddos,dst_bytes,0.2829190861891828,0.0,6,14000,133729,1
1,ddos,src_pkts,0.27940289255366535,0.0,7,14000,133729,1
1,ddos,src_bytes,0.24868859514396718,0.0,8,14000,133729,1
1,ddos,dst_pkts,0.21568905187623055,0.0,9,14000,133729,1
1,ddos,proto,0.15716716368728958,0.0,10,14000,133729,1
1,ddos,service,0.0986323561064378,0.0,11,14000,133729,1
1,ddos,dns_rejected,0.0509282443485238,0.0,12,14000,133729,1
1,ddos,dns_RA,0.04852205578477837,0.0,13,14000,133729,1
1,ddos,dns_rcode,0.04744137847082709,0.0,14,14000,133729,1
1,ddos,dns_AA,0.02983671281627039,0.0,15,14000,133729,1
1,ddos,dns_RD,0.029438151368016037,0.0,16,14000,133729,1
2,dos,src_ip_bytes,2.126739388205146,0.0,1,14000,133729,1
2,dos,conn_state,1.5934146595803502,0.0,2,14000,133729,1
2,dos,duration,0.6673786475855155,0.0,3,14000,133729,1
2,dos,src_bytes,0.3703110152494958,0.0,4,14000,133729,1
2,dos,src_pkts,0.2828415287999807,0.0,5,14000,133729,1
2,dos,dst_ip_bytes,0.19689763152839315,0.0,6,14000,133729,1
2,dos,dst_pkts,0.1802803528683571,0.0,7,14000,133729,1
2,dos,proto,0.16102163224353924,0.0,8,14000,133729,1
2,dos,dst_bytes,0.14460807120742356,0.0,9,14000,133729,1
2,dos,dns_query,0.14241031965045364,0.0,10,14000,133729,1
2,dos,dns_RA,0.04690702419581211,0.0,11,14000,133729,1
2,dos,service,0.04467726605434794,0.0,12,14000,133729,1
2,dos,dns_rejected,0.028216148164732634,0.0,13,14000,133729,1
2,dos,dns_RD,0.02689836130362072,0.0,14,14000,133729,1
2,dos,dns_rcode,0.009873034354561876,0.0,15,14000,133729,1
2,dos,dns_AA,0.007600547217550294,0.0,16,14000,133729,1
3,injection,src_bytes,1.114074092830259,0.0,1,14000,133729,1
3,injection,conn_state,1.0265830346344083,0.0,2,14000,133729,1
3,injection,src_ip_bytes,0.7170801420806994,0.0,3,14000,133729,1
3,injection,dst_bytes,0.602502034335719,0.0,4,14000,133729,1
3,injection,duration,0.5304089471235263,0.0,5,14000,133729,1
3,injection,dst_ip_bytes,0.49813708662041206,0.0,6,14000,133729,1
3,injection,dst_pkts,0.2307269877678389,0.0,7,14000,133729,1
3,injection,proto,0.17406814665377282,0.0,8,14000,133729,1
3,injection,dns_query,0.15141776069935345,0.0,9,14000,133729,1
3,injection,service,0.11241050089302199,0.0,10,14000,133729,1
3,injection,src_pkts,0.08094197967648979,0.0,11,14000,133729,1
3,injection,dns_RA,0.04242878481107312,0.0,12,14000,133729,1
3,injection,dns_rejected,0.017341945524741418,0.0,13,14000,133729,1
3,injection,dns_rcode,0.015474804855601626,0.0,14,14000,133729,1
3,injection,dns_RD,0.013634301294997875,0.0,15,14000,133729,1
3,injection,dns_AA,-0.00010380303767688144,0.0,16,14000,133729,1
4,mitm,dst_ip_bytes,1.0943066598606748,0.0,1,729,147000,1
4,mitm,src_pkts,0.7690960680009531,0.0,2,729,147000,1
4,mitm,dns_query,0.7524537445727487,0.0,3,729,147000,1
4,mitm,conn_state,0.7346874277126607,0.0,4,729,147000,1
4,mitm,src_ip_bytes,0.6764742931628569,0.0,5,729,147000,1
4,mitm,src_bytes,0.638095930633033,0.0,6,729,147000,1
4,mitm,duration,0.5134742389488663,0.0,7,729,147000,1
4,mitm,dst_bytes,0.46453456889400524,0.0,8,729,147000,1
4,mitm,service,0.2562704704906798,0.0,9,729,147000,1
4,mitm,proto,0.23119695253713343,0.0,10,729,147000,1
4,mitm,dst_pkts,0.2048669436241089,0.0,11,729,147000,1
4,mitm,dns_RA,0.10593303874931466,0.0,12,729,147000,1
4,mitm,dns_AA,0.04491580696130947,0.0,13,729,147000,1
4,mitm,dns_RD,0.020577689838049938,0.0,14,729,147000,1
4,mitm,dns_rcode,0.018278217041751022,0.0,15,729,147000,1
4,mitm,dns_rejected,0.01587121484794096,0.0,16,729,147000,1
5,normal,src_ip_bytes,0.841132644515117,0.0,1,35000,112729,1
5,normal,src_pkts,0.7805706077074726,0.0,2,35000,112729,1
5,normal,proto,0.7539439539825876,0.0,3,35000,112729,1
