accuracy,precision_macro,recall_macro,f1_macro,total_inference_time_sec,avg_inference_time_ms,throughput_samples_per_sec
0.9782038727611587,0.9544287382949126,0.9568572823779192,0.9554191880395637,2.170207265764475,0.06855378796994266,14587.085989157142
