class_id,class_name,feature,mean_abs_shap,rank_shap,class_samples
0,backdoor,src_ip_bytes,10.59875458812708,1,14000
0,backdoor,conn_state,3.9630477530587314,2,14000
0,backdoor,dst_pkts,1.6962396360092633,3,14000
0,backdoor,service,1.2939424610462973,4,14000
0,backdoor,duration,0.6658369622347303,5,14000
0,backdoor,dst_ip_bytes,0.6174401843509666,6,14000
0,backdoor,src_pkts,0.28735678741083964,7,14000
0,backdoor,src_bytes,0.07037653419506862,8,14000
0,backdoor,dst_bytes,0.02315155405844901,9,14000
0,backdoor,dns_AA,0.005070429949422526,10,14000
0,backdoor,proto,0.002977515936023084,11,14000
0,backdoor,dns_qclass,0.002707711671329741,12,14000
0,backdoor,missed_bytes,0.001765562176819976,13,14000
0,backdoor,dns_query,0.00014528908375694788,14,14000
0,backdoor,dns_qtype,0.00013591306054283524,15,14000
0,backdoor,dns_rcode,0.0,16,14000
0,backdoor,dns_RD,0.0,17,14000
0,backdoor,dns_RA,0.0,18,14000
0,backdoor,dns_rejected,0.0,19,14000
0,backdoor,http_request_body_len,0.0,20,14000
0,backdoor,http_response_body_len,0.0,21,14000
0,backdoor,http_status_code,0.0,22,14000
1,ddos,dst_ip_bytes,2.1569413568161675,1,14000
1,ddos,conn_state,1.4914367236941088,2,14000
1,ddos,dst_bytes,1.4162198708321594,3,14000
1,ddos,src_ip_bytes,1.0988683392703502,4,14000
1,ddos,dns_query,1.038887479000208,5,14000
1,ddos,duration,0.7081073784739731,6,14000
1,ddos,dns_rcode,0.4646881573492754,7,14000
1,ddos,src_pkts,0.22086602849382725,8,14000
1,ddos,src_bytes,0.13480989442059202,9,14000
1,ddos,dns_rejected,0.10099916274066423,10,14000
1,ddos,service,0.09610613473747523,11,14000
1,ddos,dst_pkts,0.07621867912754733,12,14000
1,ddos,dns_RD,0.03850953312376899,13,14000
1,ddos,proto,0.03076241963843605,14,14000
1,ddos,dns_qtype,0.016293431115665793,15,14000
1,ddos,dns_AA,0.013135799197433887,16,14000
1,ddos,missed_bytes,0.012132629179280548,17,14000
1,ddos,dns_RA,0.010276674209730871,18,14000
1,ddos,dns_qclass,0.003952458376152609,19,14000
1,ddos,http_status_code,2.31666614494511e-05,20,14000
1,ddos,http_request_body_len,0.0,21,14000
1,ddos,http_response_body_len,0.0,22,14000
2,dos,src_ip_bytes,4.395668189037459,1,14000
2,dos,conn_state,3.3322837174701605,2,14000
2,dos,src_pkts,1.7679845878541602,3,14000
2,dos,duration,1.145929716692186,4,14000
2,dos,src_bytes,0.507361182780534,5,14000
2,dos,dns_query,0.18013037723535796,6,14000
2,dos,dst_ip_bytes,0.11219033948699889,7,14000
2,dos,dns_AA,0.090825074678495,8,14000
2,dos,dns_RA,0.07129138137639293,9,14000
2,dos,dst_pkts,0.05358473042214095,10,14000
2,dos,dst_bytes,0.05074985896025236,11,14000
2,dos,service,0.049729131205616964,12,14000
2,dos,dns_rejected,0.03598189444606454,13,14000
2,dos,dns_RD,0.02473397921781277,14,14000
2,dos,proto,0.019058330726706804,15,14000
2,dos,dns_qclass,0.018229730065376856,16,14000
2,dos,dns_qtype,0.012446700171722462,17,14000
2,dos,missed_bytes,0.0038816462328714043,18,14000
2,dos,dns_rcode,0.0036961070958075773,19,14000
2,dos,http_status_code,0.00033600492676115067,20,14000
2,dos,http_request_body_len,0.0,21,14000
2,dos,http_response_body_len,0.0,22,14000
3,injection,src_bytes,3.4068553868905873,1,14000
3,injection,dst_bytes,1.7745085672686975,2,14000
3,injection,conn_state,1.4589211706538052,3,14000
3,injection,dst_ip_bytes,1.3479107093681888,4,14000
3,injection,duration,0.808946017735259,5,14000
3,injection,src_ip_bytes,0.377737264258028,6,14000
3,injection,src_pkts,0.3357814369534588,7,14000
3,injection,dst_pkts,0.3112765495478312,8,14000
3,injection,dns_query,0.19826433814119404,9,14000
3,injection,dns_qtype,0.06718237628554499,10,14000
3,injection,proto,0.06024495705016372,11,14000
3,injection,service,0.033317358456382694,12,14000
3,injection,dns_rcode,0.010307933961317843,13,14000
3,injection,missed_bytes,0.00817870727337912,14,14000
3,injection,dns_RA,0.007098593833450181,15,14000
3,injection,dns_rejected,0.004338352895976384,16,14000
3,injection,dns_qclass,0.003192286081053268,17,14000
3,injection,dns_AA,0.0019040102161588669,18,14000
3,injection,http_response_body_len,0.0012692383936093526,19,14000
3,injection,dns_RD,0.0007845661746420569,20,14000
3,injection,http_status_code,0.000718879794199308,21,14000
3,injection,http_request_body_len,0.0,22,14000
4,mitm,dst_ip_bytes,2.109210085728154,1,729
4,mitm,dns_query,1.591399016758454,2,729
4,mitm,duration,1.3434822032459597,3,729
4,mitm,src_bytes,1.1524871312967504,4,729
4,mitm,src_ip_bytes,1.0206437726612636,5,729
4,mitm,service,0.8960080654833182,6,729
4,mitm,dst_bytes,0.7058204426088424,7,729
4,mitm,src_pkts,0.7024119052731805,8,729
4,mitm,dst_pkts,0.35025071882287545,9,729
4,mitm,conn_state,0.3221728717903077,10,729
4,mitm,proto,0.2631804592530438,11,729
4,mitm,dns_RA,0.25558488881893016,12,729
4,mitm,dns_rcode,0.1339396305921013,13,729
4,mitm,dns_rejected,0.08911714420250741,14,729
4,mitm,missed_bytes,0.07874638335650597,15,729
4,mitm,dns_qtype,0.04219332785675366,16,729
4,mitm,dns_AA,0.04194500727609772,17,729
4,mitm,dns_RD,0.0077903691113185855,18,729
4,mitm,dns_qclass,0.0033234475889124776,19,729
4,mitm,http_request_body_len,0.0,20,729
4,mitm,http_response_body_len,0.0,21,729
4,mitm,http_status_code,0.0,22,729
5,normal,src_pkts,2.2079911984754492,1,35000
5,normal,proto,2.0604483902608575,2,35000
5,normal,dns_query,0.8800791063040934,3,35000
5,normal,dst_pkts,0.8541725881881743,4,35000
5,normal,src_ip_bytes,0.6914522624562289,5,35000
5,normal,conn_state,0.6804238984620148,6,35000
5,normal,duration,0.5534176482050788,7,35000
5,normal,service,0.3766901401469905,8,35000
5,normal,dst_ip_bytes,0.31287620320608966,9,35000
5,normal,dns_rejected,0.27331527021081037,10,35000
5,normal,dns_RD,0.2099649541855058,11,35000
5,normal,dns_qtype,0.15714846824774253,12,35000
5,normal,dns_RA,0.12554598421753554,13,35000
5,normal,src_bytes,0.12097067832701121,14,35000
5,normal,dst_bytes,0.10763618454838986,15,35000
5,normal,dns_AA,0.0846456888539173,16,35000
5,normal,http_status_code,0.02360810966027452,17,35000
5,normal,dns_qclass,0.011969900100108522,18,35000
5,normal,dns_rcode,0.005679063232757806,19,35000
5,normal,missed_bytes,0.0026955514132175028,20,35000
5,normal,http_response_body_len,0.0020005030741946117,21,35000
5,normal,http_request_body_len,0.0,22,35000
6,password,src_ip_bytes,3.176051560803047,1,14000
6,password,src_bytes,2.2314881115356697,2,14000
6,password,dst_ip_bytes,1.678996094196285,3,14000
6,password,conn_state,1.3593549564008676,4,14000
6,password,dst_pkts,0.9961732585016786,5,14000
6,password,duration,0.9030968867061641,6,14000
6,password,dns_RA,0.46798318379708315,7,14000
6,password,src_pkts,0.3887342966072721,8,14000
6,password,service,0.3517210947674294,9,14000
6,password,dns_query,0.31790250069237896,10,14000
6,password,dst_bytes,0.17780476161089961,11,14000
6,password,proto,0.025434031185080856,12,14000
6,password,dns_qtype,0.024310888440259387,13,14000
6,password,missed_bytes,0.018253631796707328,14,14000
6,password,dns_rcode,0.007547218591891558,15,14000
6,password,dns_AA,0.003624717994634647,16,14000
6,password,http_response_body_len,0.0018104786283382312,17,14000
6,password,dns_RD,0.0009883302217491374,18,14000
6,password,http_status_code,0.0005688117373908389,19,14000
6,password,dns_rejected,0.0005148673013508098,20,14000
6,password,dns_qclass,0.0002456513924051401,21,14000
6,password,http_request_body_len,0.0,22,14000
7,ransomware,duration,5.164713650446756,1,14000
7,ransomware,conn_state,2.665582600980581,2,14000
7,ransomware,src_ip_bytes,2.1400581976668738,3,14000
7,ransomware,src_pkts,1.5762431399101138,4,14000
7,ransomware,dst_ip_bytes,0.6611000862168582,5,14000
7,ransomware,dst_pkts,0.48512449519449424,6,14000
7,ransomware,proto,0.26027270935339003,7,14000
7,ransomware,dns_AA,0.19360862627486194,8,14000
7,ransomware,service,0.18064957954422237,9,14000
7,ransomware,src_bytes,0.044238292780983006,10,14000
7,ransomware,dns_RD,0.03892600517190943,11,14000
7,ransomware,dns_RA,0.013753635421047329,12,14000
7,ransomware,dns_rejected,0.007237949581337866,13,14000
7,ransomware,dst_bytes,0.007122905302603367,14,14000
7,ransomware,dns_qclass,0.0035387511198464883,15,14000
7,ransomware,dns_query,6.308225958030592e-05,16,14000
7,ransomware,dns_qtype,9.968212179729946e-08,17,14000
7,ransomware,missed_bytes,0.0,18,14000
7,ransomware,dns_rcode,0.0,19,14000
7,ransomware,http_request_body_len,0.0,20,14000
7,ransomware,http_response_body_len,0.0,21,14000
7,ransomware,http_status_code,0.0,22,14000
8,scanning,src_ip_bytes,12.147252746884288,1,14000
8,scanning,conn_state,0.6786031573768436,2,14000
8,scanning,duration,0.6401127220823329,3,14000
8,scanning,src_pkts,0.24662843098754197,4,14000
8,scanning,dns_query,0.21903740915297534,5,14000
8,scanning,dst_ip_bytes,0.19816499333959045,6,14000
8,scanning,dst_pkts,0.1750747973979878,7,14000
8,scanning,proto,0.1368746505761646,8,14000
8,scanning,dst_bytes,0.07719832757548926,9,14000
8,scanning,src_bytes,0.0694261472764569,10,14000
8,scanning,dns_RA,0.013855056949129498,11,14000
8,scanning,dns_qtype,0.010433654727892516,12,14000
8,scanning,missed_bytes,0.010271919971337721,13,14000
8,scanning,dns_rejected,0.010054229387614286,14,14000
8,scanning,dns_AA,0.00473568758566187,15,14000
8,scanning,service,0.0017740040424742145,16,14000
8,scanning,dns_RD,0.0007601506328830843,17,14000
8,scanning,dns_rcode,0.0006562910665988178,18,14000
8,scanning,dns_qclass,0.00061761014472234,19,14000
8,scanning,http_status_code,2.60167032495115e-05,20,14000
8,scanning,http_response_body_len,2.0199243645561214e-06,21,14000
8,scanning,http_request_body_len,0.0,22,14000
9,xss,conn_state,2.0702550123404597,1,14000
9,xss,src_bytes,1.358195570288382,2,14000
9,xss,src_ip_bytes,1.3239013226785268,3,14000
9,xss,duration,0.6400391072725289,4,14000
9,xss,src_pkts,0.6332661136001939,5,14000
9,xss,dns_query,0.6304109857622261,6,14000
9,xss,dst_bytes,0.5673116622474245,7,14000
9,xss,dst_ip_bytes,0.25261347674588824,8,14000
9,xss,dst_pkts,0.20957852376701105,9,14000
9,xss,proto,0.11365167767019371,10,14000
9,xss,service,0.10580400728460176,11,14000
