class_id,class_name,feature,sage_importance,sage_repeat_std,rank_sage,positive_samples,negative_samples,repeats
0,backdoor,src_ip_bytes,4.971126880432937,0.0,1,14000,133729,1
0,backdoor,conn_state,0.909113488919255,0.0,2,14000,133729,1
0,backdoor,duration,0.554160238429122,0.0,3,14000,133729,1
0,backdoor,dst_pkts,0.3904875495756698,0.0,4,14000,133729,1
0,backdoor,dst_ip_bytes,0.3139256992654995,0.0,5,14000,133729,1
0,backdoor,src_pkts,0.31042675084180504,0.0,6,14000,133729,1
0,backdoor,proto,0.17494418960920505,0.0,7,14000,133729,1
0,backdoor,service,0.16429234525220549,0.0,8,14000,133729,1
0,backdoor,src_bytes,0.15656416171586499,0.0,9,14000,133729,1
0,backdoor,dst_bytes,0.08248252516043653,0.0,10,14000,133729,1
0,backdoor,dns_query,0.05531584237364352,0.0,11,14000,133729,1
0,backdoor,dns_rejected,0.03435958225503741,0.0,12,14000,133729,1
0,backdoor,dns_RA,0.029799249788618375,0.0,13,14000,133729,1
0,backdoor,dns_rcode,0.013233595052047272,0.0,14,14000,133729,1
0,backdoor,dns_RD,0.009195214981528503,0.0,15,14000,133729,1
0,backdoor,dns_qclass,0.008090972626479656,0.0,16,14000,133729,1
0,backdoor,dns_qtype,0.002930283041493866,0.0,17,14000,133729,1
0,backdoor,dns_AA,0.002018055535739409,0.0,18,14000,133729,1
0,backdoor,http_status_code,0.0010949257609558776,0.0,19,14000,133729,1
0,backdoor,missed_bytes,8.581841607706643e-05,0.0,20,14000,133729,1
0,backdoor,http_response_body_len,5.612051654495919e-05,0.0,21,14000,133729,1
0,backdoor,http_request_body_len,0.0,0.0,22,14000,133729,1
1,ddos,conn_state,1.1644416043669572,0.0,1,14000,133729,1
1,ddos,src_ip_bytes,1.0895751136336023,0.0,2,14000,133729,1
1,ddos,dst_ip_bytes,0.7573467993853189,0.0,3,14000,133729,1
1,ddos,duration,0.5595201877619835,0.0,4,14000,133729,1
1,ddos,dns_query,0.4270555766666975,0.0,5,14000,133729,1
1,ddos,src_pkts,0.31172185708054845,0.0,6,14000,133729,1
1,ddos,dst_bytes,0.27972394568185033,0.0,7,14000,133729,1
1,ddos,src_bytes,0.24208575020582518,0.0,8,14000,133729,1
1,ddos,dst_pkts,0.18276290095114126,0.0,9,14000,133729,1
1,ddos,proto,0.15907030061490535,0.0,10,14000,133729,1
1,ddos,service,0.1022170775985284,0.0,11,14000,133729,1
1,ddos,dns_rcode,0.09589432716922007,0.0,12,14000,133729,1
1,ddos,dns_rejected,0.05794836303841921,0.0,13,14000,133729,1
1,ddos,dns_RA,0.03714411932554963,0.0,14,14000,133729,1
1,ddos,dns_RD,0.026308629430210943,0.0,15,14000,133729,1
1,ddos,dns_AA,0.022136625856921444,0.0,16,14000,133729,1
1,ddos,dns_qtype,0.009349579847767991,0.0,17,14000,133729,1
1,ddos,dns_qclass,0.007702346447961924,0.0,18,14000,133729,1
1,ddos,http_status_code,0.0008269355723265635,0.0,19,14000,133729,1
1,ddos,http_response_body_len,6.211082441876213e-05,0.0,20,14000,133729,1
1,ddos,http_request_body_len,0.0,0.0,21,14000,133729,1
1,ddos,missed_bytes,-0.0005250009905764023,0.0,22,14000,133729,1
2,dos,src_ip_bytes,2.185493012421073,0.0,1,14000,133729,1
2,dos,conn_state,1.5515672187657845,0.0,2,14000,133729,1
2,dos,duration,0.6631983424101773,0.0,3,14000,133729,1
2,dos,src_bytes,0.3603789461697106,0.0,4,14000,133729,1
2,dos,src_pkts,0.30826396227206304,0.0,5,14000,133729,1
2,dos,dst_ip_bytes,0.23662370459694831,0.0,6,14000,133729,1
2,dos,dst_pkts,0.18061979117637775,0.0,7,14000,133729,1
2,dos,proto,0.1582518862260943,0.0,8,14000,133729,1
2,dos,dns_query,0.13309029181973836,0.0,9,14000,133729,1
2,dos,dst_bytes,0.13014881459328023,0.0,10,14000,133729,1
2,dos,dns_RA,0.04697031959688403,0.0,11,14000,133729,1
2,dos,dns_rejected,0.04129479862786227,0.0,12,14000,133729,1
2,dos,dns_RD,0.022038268073490033,0.0,13,14000,133729,1
2,dos,service,0.02175654221587297,0.0,14,14000,133729,1
2,dos,dns_AA,0.015211230292042396,0.0,15,14000,133729,1
2,dos,dns_rcode,0.013487088507328151,0.0,16,14000,133729,1
2,dos,dns_qclass,0.00956772523225011,0.0,17,14000,133729,1
2,dos,dns_qtype,0.008976852958656217,0.0,18,14000,133729,1
2,dos,http_status_code,0.0013200265384964687,0.0,19,14000,133729,1
2,dos,missed_bytes,0.0011414864744038666,0.0,20,14000,133729,1
2,dos,http_response_body_len,9.855046445012157e-05,0.0,21,14000,133729,1
2,dos,http_request_body_len,0.0,0.0,22,14000,133729,1
3,injection,src_bytes,1.1123374878721537,0.0,1,14000,133729,1
3,injection,conn_state,1.0400114313449842,0.0,2,14000,133729,1
3,injection,src_ip_bytes,0.7905045574981762,0.0,3,14000,133729,1
3,injection,dst_bytes,0.6248360045508117,0.0,4,14000,133729,1
3,injection,dst_ip_bytes,0.4900019257580113,0.0,5,14000,133729,1
3,injection,duration,0.4734148290777394,0.0,6,14000,133729,1
3,injection,dst_pkts,0.2008185498337694,0.0,7,14000,133729,1
3,injection,proto,0.17571322627126065,0.0,8,14000,133729,1
3,injection,dns_query,0.13657124063687034,0.0,9,14000,133729,1
3,injection,src_pkts,0.12666781286221507,0.0,10,14000,133729,1
3,injection,service,0.11436386259213403,0.0,11,14000,133729,1
3,injection,dns_RA,0.029470791365051905,0.0,12,14000,133729,1
3,injection,dns_rejected,0.02938159059636887,0.0,13,14000,133729,1
3,injection,dns_qtype,0.02222154734619735,0.0,14,14000,133729,1
3,injection,dns_rcode,0.01750983847238712,0.0,15,14000,133729,1
3,injection,dns_RD,0.01120438997296347,0.0,16,14000,133729,1
3,injection,dns_qclass,0.010398311314208515,0.0,17,14000,133729,1
3,injection,missed_bytes,0.003645594227388881,0.0,18,14000,133729,1
3,injection,http_status_code,0.0017192780010532526,0.0,19,14000,133729,1
3,injection,http_response_body_len,4.721502815582365e-05,0.0,20,14000,133729,1
3,injection,http_request_body_len,0.0,0.0,21,14000,133729,1
