class_id,class_name,feature,mean_abs_shap,rank_shap,class_samples
0,backdoor,src_ip_bytes,13.981030243112151,1,284
0,backdoor,conn_state,4.228938344821266,2,284
0,backdoor,duration,1.9987840990342016,3,284
0,backdoor,dst_pkts,1.921819063671133,4,284
0,backdoor,dst_ip_bytes,0.9785532770864386,5,284
0,backdoor,service,0.8028124573821643,6,284
0,backdoor,src_pkts,0.4623582764881369,7,284
0,backdoor,src_bytes,0.2704257430393564,8,284
0,backdoor,dns_AA,0.12150687760271071,9,284
0,backdoor,dst_bytes,0.1058963649716751,10,284
0,backdoor,dns_RD,0.09040499988037476,11,284
0,backdoor,proto,0.019193070891484865,12,284
0,backdoor,dns_query,0.00046193686578255473,13,284
0,backdoor,dns_rcode,5.24130448508332e-06,14,284
1,ddos,dst_ip_bytes,2.9973342793171067,1,285
1,ddos,conn_state,1.8690996670719466,2,285
1,ddos,src_ip_bytes,1.3650432930259675,3,285
1,ddos,dst_bytes,1.299863480540233,4,285
1,ddos,dns_rcode,1.1955894371627942,5,285
1,ddos,dns_query,1.1049965933174763,6,285
1,ddos,duration,1.0000703110536024,7,285
1,ddos,src_bytes,0.4806444658378722,8,285
1,ddos,src_pkts,0.23616729768677733,9,285
1,ddos,dst_pkts,0.10893134138561983,10,285
1,ddos,service,0.10106250264757002,11,285
1,ddos,proto,0.08334045939125007,12,285
1,ddos,dns_RD,0.08162618176148259,13,285
1,ddos,dns_AA,0.02978531895612471,14,285
2,dos,src_ip_bytes,4.941303649052046,1,284
2,dos,conn_state,4.574325583625039,2,284
2,dos,duration,1.6553691001763167,3,284
2,dos,src_pkts,1.2912228478635217,4,284
2,dos,src_bytes,1.2123278697857978,5,284
2,dos,dns_query,0.2863611383903911,6,284
2,dos,dst_ip_bytes,0.25115908866268405,7,284
2,dos,dst_bytes,0.162447038374119,8,284
2,dos,dst_pkts,0.12367472159529573,9,284
2,dos,dns_AA,0.08703739142270055,10,284
2,dos,service,0.07126623514848512,11,284
2,dos,dns_RD,0.052141362868128455,12,284
2,dos,dns_rcode,0.022063414918885645,13,284
2,dos,proto,0.016468830239067724,14,284
3,injection,src_bytes,4.198723956023169,1,284
3,injection,dst_bytes,2.7850784979409036,2,284
3,injection,dst_ip_bytes,1.696993792816652,3,284
3,injection,duration,1.4536038647458283,4,284
3,injection,conn_state,1.420932360055637,5,284
3,injection,src_ip_bytes,0.801904047037682,6,284
3,injection,src_pkts,0.37557855008731433,7,284
3,injection,dns_query,0.3536517612728503,8,284
3,injection,dst_pkts,0.3018534058101809,9,284
3,injection,service,0.10598327942149713,10,284
3,injection,proto,0.04081812216116844,11,284
3,injection,dns_RD,0.033592793894396795,12,284
3,injection,dns_rcode,0.029039565291609854,13,284
3,injection,dns_AA,0.004120136410460521,14,284
4,mitm,dst_ip_bytes,2.6328886009533545,1,15
4,mitm,duration,1.6187536488849332,2,15
4,mitm,src_ip_bytes,1.3269633319159284,3,15
4,mitm,src_bytes,1.1308823091837898,4,15
4,mitm,src_pkts,1.0950748336983618,5,15
4,mitm,dns_query,0.9834806526056219,6,15
4,mitm,dst_bytes,0.7719257271132919,7,15
4,mitm,conn_state,0.686357907241249,8,15
4,mitm,dns_AA,0.6438711827848519,9,15
4,mitm,service,0.5404883271073345,10,15
4,mitm,dst_pkts,0.29767533285242276,11,15
4,mitm,dns_RD,0.2924814415203937,12,15
