feature,mean_abs_shap,rank
src_ip_bytes,1.438093943362644,1
conn_state,1.1254995114654756,2
duration,0.8868698687591917,3
src_bytes,0.5346456223669559,4
dst_ip_bytes,0.5183600080477322,5
src_pkts,0.5018097928524302,6
dns_query,0.4038561705412355,7
dst_pkts,0.306883880517889,8
dst_bytes,0.2654653739473553,9
proto,0.24417340288241307,10
service,0.09930700330731722,11
dns_RD,0.08421524419185854,12
dns_rcode,0.07574550517467456,13
dns_AA,0.06425055357419568,14
