accuracy,precision_macro,recall_macro,f1_macro,total_inference_time_sec,avg_inference_time_ms,throughput_samples_per_sec
0.9779034321545338,0.9424874164611967,0.9678858466453674,0.9524597635757617,1.5916485823690891,0.025139364464945416,39778.253002155645
