class_id,class_name,feature,mean_abs_shap,rank_shap,class_samples
0,backdoor,src_ip_bytes,10.824054737455043,1,14000
0,backdoor,conn_state,3.5407317317377465,2,14000
0,backdoor,dst_pkts,1.585453819983728,3,14000
0,backdoor,service,1.2812870157044882,4,14000
0,backdoor,dst_ip_bytes,0.5595322595792559,5,14000
0,backdoor,duration,0.5417458249659937,6,14000
0,backdoor,src_pkts,0.24242956623325196,7,14000
0,backdoor,src_bytes,0.06895162766859539,8,14000
0,backdoor,dns_AA,0.04481135056693999,9,14000
0,backdoor,dst_bytes,0.02206039931941897,10,14000
0,backdoor,proto,0.0042926212944825225,11,14000
0,backdoor,dns_query,0.00025939678354647565,12,14000
0,backdoor,dns_RD,0.00010399160330794694,13,14000
0,backdoor,dns_rejected,8.829381523672407e-06,14,14000
0,backdoor,dns_rcode,6.0061228051404366e-09,15,14000
0,backdoor,dns_RA,0.0,16,14000
1,ddos,dst_ip_bytes,2.165664143056593,1,14000
1,ddos,conn_state,1.4153734123165498,2,14000
1,ddos,dst_bytes,1.3820692747168648,3,14000
1,ddos,src_ip_bytes,1.0850828162185173,4,14000
1,ddos,dns_query,1.0205013423862446,5,14000
1,ddos,duration,0.6765599391804955,6,14000
1,ddos,dns_rcode,0.4735874687878419,7,14000
1,ddos,src_pkts,0.2133005374030802,8,14000
1,ddos,src_bytes,0.18797342536048428,9,14000
1,ddos,dns_rejected,0.10933226392653948,10,14000
1,ddos,dst_pkts,0.10038945374739262,11,14000
1,ddos,service,0.09800327927105562,12,14000
1,ddos,dns_RD,0.04029758791149516,13,14000
1,ddos,proto,0.030803451968726154,14,14000
1,ddos,dns_RA,0.024078868093146237,15,14000
1,ddos,dns_AA,0.0137941891959666,16,14000
2,dos,src_ip_bytes,4.419195766210688,1,14000
2,dos,conn_state,3.276531356469385,2,14000
2,dos,src_pkts,1.7508268708975026,3,14000
2,dos,duration,1.0547932670600597,4,14000
2,dos,src_bytes,0.5985708437794839,5,14000
2,dos,dns_query,0.1823513316945459,6,14000
2,dos,dst_ip_bytes,0.11610556676250598,7,14000
2,dos,dst_pkts,0.08637666594091162,8,14000
2,dos,dst_bytes,0.08484687020942251,9,14000
2,dos,dns_RA,0.08231085044464691,10,14000
2,dos,dns_AA,0.07921211438194678,11,14000
2,dos,dns_rejected,0.03830421827184298,12,14000
2,dos,dns_RD,0.03050921704381309,13,14000
2,dos,service,0.011603948139763119,14,14000
2,dos,proto,0.005535467132551006,15,14000
2,dos,dns_rcode,0.004769535766750757,16,14000
3,injection,src_bytes,3.747438139162877,1,14000
3,injection,dst_bytes,1.7655705387436507,2,14000
3,injection,conn_state,1.4304850014215844,3,14000
3,injection,dst_ip_bytes,1.274625767031169,4,14000
3,injection,duration,0.8995557954559374,5,14000
3,injection,src_pkts,0.3754187615077151,6,14000
3,injection,src_ip_bytes,0.34981946783500295,7,14000
3,injection,dst_pkts,0.2485889579913897,8,14000
3,injection,dns_query,0.19416596740992945,9,14000
3,injection,dns_RA,0.05445554650744742,10,14000
3,injection,proto,0.04741126612510024,11,14000
3,injection,service,0.026559265007399642,12,14000
3,injection,dns_rcode,0.005251112029093608,13,14000
3,injection,dns_rejected,0.004726423712149637,14,14000
3,injection,dns_RD,0.0035065752680007597,15,14000
3,injection,dns_AA,0.0015291681786349753,16,14000
4,mitm,dst_ip_bytes,2.2250796257215946,1,729
4,mitm,dns_query,1.7236428456284787,2,729
4,mitm,src_pkts,1.592444597403134,3,729
4,mitm,src_bytes,1.3258837948571969,4,729
4,mitm,duration,1.126158311542573,5,729
4,mitm,service,0.775826716776064,6,729
4,mitm,dst_bytes,0.5744951444924866,7,729
4,mitm,src_ip_bytes,0.5707886502595952,8,729
4,mitm,conn_state,0.3685698540667613,9,729
4,mitm,proto,0.2813660031349685,10,729
4,mitm,dst_pkts,0.2707255976695887,11,729
4,mitm,dns_RA,0.23592884620231863,12,729
4,mitm,dns_rejected,0.14205269525786995,13,729
4,mitm,dns_AA,0.08192086027224327,14,729
4,mitm,dns_RD,0.01658037496557737,15,729
4,mitm,dns_rcode,0.015369265502616884,16,729
5,normal,proto,2.0660136855322673,1,35000
5,normal,src_pkts,1.9628797082239886,2,35000
5,normal,dns_query,1.038189820740055,3,35000
5,normal,dst_pkts,0.9019509827015204,4,35000
5,normal,src_ip_bytes,0.8183248959967906,5,35000
5,normal,duration,0.6269920697554293,6,35000
5,normal,conn_state,0.5802283478422113,7,35000
5,normal,service,0.3382758688719967,8,35000
5,normal,dst_ip_bytes,0.30052267722595416,9,35000
5,normal,dns_RD,0.23950083852623896,10,35000
5,normal,dns_rejected,0.19585319489775044,11,35000
5,normal,src_bytes,0.176120905035765,12,35000
5,normal,dns_RA,0.11313873878911365,13,35000
5,normal,dst_bytes,0.09789974284577901,14,35000
5,normal,dns_AA,0.06424911519137289,15,35000
5,normal,dns_rcode,0.01455466631974933,16,35000
6,password,src_ip_bytes,3.0946347935193557,1,14000
6,password,src_bytes,2.2887982042783785,2,14000
6,password,dst_ip_bytes,1.8291557980014248,3,14000
6,password,conn_state,1.2937066274409286,4,14000
6,password,duration,0.8909457729180774,5,14000
6,password,dst_pkts,0.7669132073941809,6,14000
6,password,dns_RA,0.546276449713283,7,14000
6,password,src_pkts,0.3671617721585496,8,14000
6,password,dns_query,0.2951017296981519,9,14000
6,password,service,0.24910630280309623,10,14000
6,password,dst_bytes,0.09330958376865572,11,14000
6,password,proto,0.057950246895612234,12,14000
6,password,dns_rcode,0.015815353340716005,13,14000
6,password,dns_AA,0.002386356602553601,14,14000
6,password,dns_rejected,0.0006162440861597754,15,14000
6,password,dns_RD,0.00029014813175916147,16,14000
7,ransomware,duration,5.080522795991635,1,14000
7,ransomware,conn_state,2.6066553473979095,2,14000
7,ransomware,src_ip_bytes,2.1851377867915507,3,14000
7,ransomware,src_pkts,1.5130377118979341,4,14000
7,ransomware,dst_ip_bytes,0.5745897065818966,5,14000
7,ransomware,dst_pkts,0.40424030929915267,6,14000
7,ransomware,proto,0.316711699281106,7,14000
7,ransomware,dns_AA,0.18721676181662614,8,14000
7,ransomware,service,0.14529188041107577,9,14000
7,ransomware,src_bytes,0.061454704962641625,10,14000
7,ransomware,dns_RD,0.04361841054327228,11,14000
7,ransomware,dns_RA,0.01419799421991884,12,14000
7,ransomware,dns_rejected,0.006573645889393365,13,14000
7,ransomware,dst_bytes,0.006462464669837333,14,14000
7,ransomware,dns_query,2.821995999136237e-05,15,14000
7,ransomware,dns_rcode,0.0,16,14000
8,scanning,src_ip_bytes,11.610267316662133,1,14000
8,scanning,duration,0.7889661788627357,2,14000
8,scanning,conn_state,0.612557024467099,3,14000
8,scanning,src_pkts,0.23332029788006314,4,14000
8,scanning,dst_ip_bytes,0.21047859482917342,5,14000
8,scanning,dns_query,0.18223932949356197,6,14000
8,scanning,dst_pkts,0.14097659007845653,7,14000
8,scanning,proto,0.13868955414492415,8,14000
8,scanning,dst_bytes,0.10300146425577257,9,14000
8,scanning,src_bytes,0.06711077561411524,10,14000
8,scanning,dns_RA,0.022735897817728765,11,14000
8,scanning,dns_rejected,0.017334931497628523,12,14000
8,scanning,dns_AA,0.011376044706110392,13,14000
8,scanning,service,0.01135397309406393,14,14000
8,scanning,dns_RD,0.002628167777943381,15,14000
8,scanning,dns_rcode,0.0005360434472817936,16,14000
9,xss,conn_state,2.171907279052569,1,14000
9,xss,src_bytes,1.3251748118710471,2,14000
9,xss,src_ip_bytes,1.2739301454098495,3,14000
9,xss,duration,0.7413934470581262,4,14000
9,xss,src_pkts,0.6578260895678292,5,14000
9,xss,dns_query,0.5620231869409719,6,14000
9,xss,dst_bytes,0.49559225101171883,7,14000
9,xss,dst_ip_bytes,0.24381349256057733,8,14000
9,xss,dst_pkts,0.22882918830398866,9,14000
9,xss,service,0.16272376187366283,10,14000
9,xss,proto,0.08820774448523701,11,14000
9,xss,dns_AA,0.06442750284012491,12,14000
9,xss,dns_rcode,0.05673554297858456,13,14000
9,xss,dns_RD,0.019442242950994486,14,14000
9,xss,dns_RA,0.011261160081709064,15,14000
9,xss,dns_rejected,0.009145466327652646,16,14000
