class_id,class_name,feature,metric,baseline_score,permuted_score_mean,cpf_importance_mean,cpf_importance_std,conditioning_features,repeats,rank_cpf
0,backdoor,src_ip_bytes,f1,0.9997142857142857,0.3609233717107002,0.6387909140035855,0.005339346049668535,src_pkts;src_bytes,5,1
0,backdoor,conn_state,f1,0.9997142857142857,0.9908447285535062,0.00886955716077933,0.0003289196476978987,dst_bytes;service,5,2
0,backdoor,service,f1,0.9997142857142857,0.9960706699454598,0.0036436157688258587,5.370328646263176e-05,src_bytes;proto,5,3
0,backdoor,src_bytes,f1,0.9997142857142857,0.996127920952491,0.003586364761794569,3.219168521915014e-05,dst_bytes;service,5,4
0,backdoor,src_pkts,f1,0.9997142857142857,0.999036368178736,0.0006779175355497991,0.0,src_ip_bytes;duration,5,5
0,backdoor,dst_pkts,f1,0.9997142857142857,0.9994927522741299,0.00022153344015576337,1.4281120097647816e-05,dst_ip_bytes;dst_bytes,5,6
0,backdoor,dst_bytes,f1,0.9997142857142857,0.9995783920147898,0.00013589369949578155,4.168415264961642e-05,dst_ip_bytes;src_bytes,5,7
0,backdoor,duration,f1,0.9997142857142857,0.9996713254777958,4.296023648977521e-05,1.4285202458985679e-05,src_pkts;dst_pkts,5,8
0,backdoor,dst_ip_bytes,f1,0.9997142857142857,0.9996856290582661,2.865665601958778e-05,1.4287502788359778e-05,dst_pkts;dst_bytes,5,9
0,backdoor,dns_query,f1,0.9997142857142857,0.9996928589285077,2.1426785778033696e-05,6.22716236138682e-05,dns_RA;dns_rejected,5,10
0,backdoor,dns_rcode,f1,0.9997142857142857,0.9996999948975948,1.4290816690976094e-05,2.858163338195219e-05,dns_RA;dns_AA,5,11
0,backdoor,dns_RA,f1,0.9997142857142857,0.9996999954079993,1.4290306286435239e-05,1.7501979334926543e-05,dns_AA;dns_RD,5,12
0,backdoor,dns_RD,f1,0.9997142857142857,0.9997142734688047,1.224548100697831e-08,3.194496940259349e-05,dns_RA;dns_rejected,5,13
0,backdoor,dns_qclass,f1,0.9997142857142857,0.9997142857142857,0.0,0.0,dns_qtype;dns_AA,5,14
0,backdoor,dns_qtype,f1,0.9997142857142857,0.9997142857142857,0.0,0.0,dns_qclass;dns_rejected,5,15
0,backdoor,dns_AA,f1,0.9997142857142857,0.9997142857142857,0.0,0.0,dns_RA;dns_rejected,5,16
0,backdoor,dns_rejected,f1,0.9997142857142857,0.9997142857142857,0.0,0.0,dns_AA;dns_RD,5,17
0,backdoor,proto,f1,0.9997142857142857,0.9997285249918535,-1.4239277567806852e-05,1.749781506451818e-05,dns_AA;dns_RA,5,18
1,ddos,conn_state,f1,0.9866752864274683,0.8251894317573413,0.161485854670127,0.00017707485797309214,dst_bytes;service,5,1
1,ddos,dst_ip_bytes,f1,0.9866752864274683,0.9034971165642981,0.08317816986317025,0.0013169191155497698,dst_pkts;dst_bytes,5,2
1,ddos,duration,f1,0.9866752864274683,0.9233432994489406,0.06333198697852789,0.0013473910317010123,src_pkts;dst_pkts,5,3
1,ddos,dns_query,f1,0.9866752864274683,0.9506310834691554,0.0360442029583129,0.0004493830293505589,dns_RA;dns_rejected,5,4
1,ddos,src_bytes,f1,0.9866752864274683,0.9650193861016632,0.021655900325805066,0.0005691573778954644,dst_bytes;service,5,5
1,ddos,dst_bytes,f1,0.9866752864274683,0.9699910576778826,0.01668422874958564,0.000819567807517346,dst_ip_bytes;src_bytes,5,6
1,ddos,src_ip_bytes,f1,0.9866752864274683,0.974342430750222,0.012332855677246202,0.000454195233746127,src_pkts;src_bytes,5,7
1,ddos,src_pkts,f1,0.9866752864274683,0.9819004348231808,0.004774851604287545,0.0002925807125777693,src_ip_bytes;duration,5,8
1,ddos,proto,f1,0.9866752864274683,0.9848414345820642,0.0018338518454042107,0.00017532378092836515,dns_AA;dns_RA,5,9
1,ddos,dns_rcode,f1,0.9866752864274683,0.984979552793502,0.001695733633966201,0.00020312454023836693,dns_RA;dns_AA,5,10
1,ddos,dns_rejected,f1,0.9866752864274683,0.9857058305811958,0.0009694558462724379,0.0001748203341720219,dns_AA;dns_RD,5,11
1,ddos,dst_pkts,f1,0.9866752864274683,0.9858132289995021,0.0008620574279661674,0.0001532077428871037,dst_ip_bytes;dst_bytes,5,12
1,ddos,service,f1,0.9866752864274683,0.9860587399824128,0.0006165464450554436,7.298048115595306e-05,src_bytes;proto,5,13
1,ddos,dns_AA,f1,0.9866752864274683,0.9863216354968183,0.0003536509306500957,7.464734652339805e-05,dns_RA;dns_rejected,5,14
1,ddos,dns_RD,f1,0.9866752864274683,0.9863555016318166,0.0003197847956516009,6.23557737846e-05,dns_RA;dns_rejected,5,15
1,ddos,dns_RA,f1,0.9866752864274683,0.9865881238092282,8.716261824002203e-05,2.9462528988240493e-05,dns_AA;dns_RD,5,16
1,ddos,dns_qclass,f1,0.9866752864274683,0.9866342828456304,4.100358183776187e-05,2.242360096197814e-05,dns_qtype;dns_AA,5,17
1,ddos,dns_qtype,f1,0.9866752864274683,0.9866410020367893,3.4284390679006906e-05,2.2721122902634245e-05,dns_qclass;dns_rejected,5,18
2,dos,src_ip_bytes,f1,0.99533949953395,0.4693162098665599,0.52602328966739,0.003303026458189347,src_pkts;src_bytes,5,1
2,dos,conn_state,f1,0.99533949953395,0.7868348405280873,0.20850465900586262,0.0009767631398536817,dst_bytes;service,5,2
2,dos,duration,f1,0.99533949953395,0.9789164290332671,0.01642307050068288,0.0005783157872594013,src_pkts;dst_pkts,5,3
2,dos,src_pkts,f1,0.99533949953395,0.9838496458983356,0.011489853635614455,0.000633115350038889,src_ip_bytes;duration,5,4
2,dos,dst_ip_bytes,f1,0.99533949953395,0.9838989529559935,0.011440546577956479,0.0004736734166876026,dst_pkts;dst_bytes,5,5
2,dos,dns_query,f1,0.99533949953395,0.9841018640529905,0.011237635480959463,0.0003413293630555378,dns_RA;dns_rejected,5,6
2,dos,src_bytes,f1,0.99533949953395,0.9867449581469054,0.008594541387044408,0.0003117891334749287,dst_bytes;service,5,7
2,dos,dst_bytes,f1,0.99533949953395,0.9907347415472054,0.004604757986744423,0.00024552595219933063,dst_ip_bytes;src_bytes,5,8
2,dos,dst_pkts,f1,0.99533949953395,0.9911673878908356,0.004172111643114396,0.00012064259630559983,dst_ip_bytes;dst_bytes,5,9
2,dos,dns_AA,f1,0.99533949953395,0.9935249200587295,0.0018145794752204348,8.054164343735553e-05,dns_RA;dns_rejected,5,10
2,dos,dns_rejected,f1,0.99533949953395,0.9940076228030993,0.001331876730850734,0.000216121538759802,dns_AA;dns_RD,5,11
2,dos,proto,f1,0.99533949953395,0.9944131632645707,0.0009263362693793242,7.345656126868251e-05,dns_AA;dns_RA,5,12
2,dos,service,f1,0.99533949953395,0.9945464064309977,0.0007930931029523469,8.291087162232747e-05,src_bytes;proto,5,13
2,dos,dns_RA,f1,0.99533949953395,0.9947284323677398,0.0006110671662103107,8.124447470527172e-05,dns_AA;dns_RD,5,14
2,dos,dns_qtype,f1,0.99533949953395,0.9947363098457853,0.0006031896881647292,0.00011446327970459968,dns_qclass;dns_rejected,5,15
2,dos,dns_RD,f1,0.99533949953395,0.9949938286378824,0.0003456708960675181,7.40661041786422e-05,dns_RA;dns_rejected,5,16
2,dos,dns_rcode,f1,0.99533949953395,0.9950037719720054,0.00033572756194464313,7.992137050831471e-05,dns_RA;dns_AA,5,17
2,dos,dns_qclass,f1,0.99533949953395,0.9953622401944621,-2.274066051213275e-05,1.747662928081829e-05,dns_qtype;dns_AA,5,18
3,injection,src_bytes,f1,0.979937326657782,0.803616367862716,0.17632095879506599,0.0010943479106093898,dst_bytes;service,5,1
3,injection,dst_ip_bytes,f1,0.979937326657782,0.9072811082010247,0.0726562184567573,0.0008509489745729349,dst_pkts;dst_bytes,5,2
3,injection,src_pkts,f1,0.979937326657782,0.917107868508978,0.06282945814880389,0.0015572806943739631,src_ip_bytes;duration,5,3
3,injection,duration,f1,0.979937326657782,0.9360234435072303,0.04391388315055165,0.0011379581290027598,src_pkts;dst_pkts,5,4
