feature,mean_abs_shap,rank_shap,cpf_importance_mean,rank_cpf,class_id,class_name,shap_top_k,cpf_top_k,strict_intersection,shap_normalized,cpf_normalized,consensus_score
service,0.24698936692183263,10,0.0007168066251810323,9,6,password,True,True,True,0.04705689025783896,0.0023258260511059056,0.024691358154472435
duration,1.1095279029865743,6,0.002329650479971246,5,6,password,True,True,True,0.21138939469152604,0.0075590285942461425,0.1094742116428861
src_bytes,3.2757029754108005,2,0.3081944261653611,1,6,password,True,True,True,0.6240932447912477,1.0,0.8120466223956239
dst_bytes,0.5192530290528018,7,0.0008922515340438197,8,6,password,True,True,True,0.09892908795511503,0.0028950930266502745,0.050912090490882654
conn_state,1.6782204301682286,5,0.07956607863992145,3,6,password,True,True,True,0.31973779112476003,0.2581684543419693,0.28895312273336465
missed_bytes,0.006015491516105854,15,0.0,14,6,password,False,False,False,0.0011460830385056243,0.0,0.0005730415192528121
src_pkts,0.21828144631954252,11,0.0067806486234161635,4,6,password,False,True,False,0.041587401890186865,0.022001204589527586,0.03179430323985723
src_ip_bytes,5.248739675922124,1,0.1790201117034385,2,6,password,True,True,True,1.0,0.5808674541290557,0.7904337270645279
dst_pkts,1.8605749431598582,4,0.0002639275996306312,11,6,password,True,False,False,0.3544803244281654,0.0008563672059695894,0.1776683458170675
dst_ip_bytes,1.957770332683964,3,-0.0001078898697495223,21,6,password,True,False,False,0.37299817738436675,0.0,0.18649908869218337
dns_query,0.393868253692391,9,0.001581176022167252,7,6,password,True,True,True,0.0750405388743526,0.005130449767832191,0.040085494321092395
dns_qclass,0.00011963502385070924,19,0.0,15,6,password,False,False,False,2.27930953404907e-05,0.0,1.139654767024535e-05
dns_qtype,0.1274543369745933,12,0.00010675800885551201,12,6,password,False,False,False,0.02428284594857555,0.0003463982466646922,0.012314622097620121
dns_rcode,0.004893542088722945,16,3.454280755565975e-05,13,6,password,False,False,False,0.000932327071043626,0.00011208122088855,0.000522204145966088
dns_AA,0.0,21,-3.559885684492059e-05,18,6,password,False,False,False,0.0,0.0,0.0
dns_RD,0.07339780604968807,13,-7.119771368984118e-05,20,6,password,False,False,False,0.013983891482824053,0.0,0.006991945741412027
dns_RA,0.443204903955044,8,-6.703477972709315e-05,19,6,password,True,False,False,0.08444025257876399,0.0,0.042220126289381994
dns_rejected,0.0038930167486323597,17,-0.0001537360864045656,22,6,password,False,False,False,0.0007417050547374338,0.0,0.0003708525273687169
http_request_body_len,0.0,22,0.0,16,6,password,False,False,False,0.0,0.0,0.0
http_response_body_len,0.0002934103432792606,18,0.0,17,6,password,False,False,False,5.590110414986677e-05,0.0,2.7950552074933385e-05
